unit	geo	time	obs_value	obs_decimals	obs_status
EUR_HAB	AT13	2006	42900		
EUR_HAB	AT13	2007	44400		
EUR_HAB	AT13	2008	45800		
EUR_HAB	AT13	2009	45300		
EUR_HAB	AT13	2010	46100		
EUR_HAB	AT13	2011	47300		
EUR_HAB	AT13	2012	47500		
EUR_HAB	AT13	2013	47400		
EUR_HAB	AT13	2014	47600		
EUR_HAB	AT13	2015	48100		
EUR_HAB	AT13	2016	49600		
EUR_HAB	AT13	2017	49600		
EUR_HAB	AT13	2018	51300		
EUR_HAB	AT13	2019	52700		
MIO_PPS_EU27_2020	AT13	2000	52770.3	1	
MIO_PPS_EU27_2020	AT13	2001	53661.72	2	
MIO_PPS_EU27_2020	AT13	2002	56443.14	2	
MIO_PPS_EU27_2020	AT13	2003	57923.92	2	
MIO_PPS_EU27_2020	AT13	2004	60039.84	2	
MIO_PPS_EU27_2020	AT13	2005	62547.59	2	
MIO_PPS_EU27_2020	AT13	2006	65635.82	2	
MIO_PPS_EU27_2020	AT13	2007	67264.72	2	
MIO_PPS_EU27_2020	AT13	2008	69645.11	2	
MIO_PPS_EU27_2020	AT13	2009	68290.07	2	
MIO_PPS_EU27_2020	AT13	2010	70212.84	2	
MIO_PPS_EU27_2020	AT13	2011	72399.48	2	
MIO_PPS_EU27_2020	AT13	2012	74433.37	2	
MIO_PPS_EU27_2020	AT13	2013	75227.12	2	
MIO_PPS_EU27_2020	AT13	2014	76018.99	2	
MIO_PPS_EU27_2020	AT13	2015	78548.99	2	
MIO_PPS_EU27_2020	AT13	2016	82172.82	2	
MIO_PPS_EU27_2020	AT13	2017	82544.26	2	
MIO_PPS_EU27_2020	AT13	2018	86124.6	1	
MIO_PPS_EU27_2020	AT13	2019	88286.5	1	
PPS_EU27_2020_HAB	AT13	2000	34000		
PPS_EU27_2020_HAB	AT13	2001	34300		
PPS_EU27_2020_HAB	AT13	2002	35700		
PPS_EU27_2020_HAB	AT13	2003	36200		
PPS_EU27_2020_HAB	AT13	2004	37100		
PPS_EU27_2020_HAB	AT13	2005	38100		
PPS_EU27_2020_HAB	AT13	2006	39600		
PPS_EU27_2020_HAB	AT13	2007	40400		
PPS_EU27_2020_HAB	AT13	2008	41600		
PPS_EU27_2020_HAB	AT13	2009	40500		
PPS_EU27_2020_HAB	AT13	2010	41400		
PPS_EU27_2020_HAB	AT13	2011	42400		
PPS_EU27_2020_HAB	AT13	2012	43100		
PPS_EU27_2020_HAB	AT13	2013	42900		
PPS_EU27_2020_HAB	AT13	2014	42700		
PPS_EU27_2020_HAB	AT13	2015	43300		
PPS_EU27_2020_HAB	AT13	2016	44300		
PPS_EU27_2020_HAB	AT13	2017	44000		
PPS_EU27_2020_HAB	AT13	2018	45500		
PPS_EU27_2020_HAB	AT13	2019	46400		
PPS_HAB_EU27_2020	AT13	2000	185		
PPS_HAB_EU27_2020	AT13	2001	179		
PPS_HAB_EU27_2020	AT13	2002	179		
PPS_HAB_EU27_2020	AT13	2003	178		
MIO_EUR	AL	2008	8800.29	2	
MIO_EUR	AL	2009	8662.24	2	
MIO_EUR	AL	2010	8996.63	2	
MIO_EUR	AL	2011	9268.32	2	b
MIO_EUR	AL	2012	9585.81	2	
MIO_EUR	AL	2013	9625.36	2	
MIO_EUR	AL	2014	9968.6	1	
MIO_EUR	AL	2015	10264.11	2	
MIO_EUR	AL	2016	10719.85	2	
MIO_EUR	AL	2017	11559.04	2	
MIO_EUR	AL	2018	12820.09	2	p
MIO_NAC	AL	2008	1080676		
MIO_NAC	AL	2009	1143936		
MIO_NAC	AL	2010	1239645		
MIO_NAC	AL	2011	1300624		b
MIO_NAC	AL	2012	1332811		
MIO_NAC	AL	2013	1350053		
MIO_NAC	AL	2014	1395305		
MIO_NAC	AL	2015	1434307		
MIO_NAC	AL	2016	1472479		
MIO_NAC	AL	2017	1550645		
MIO_NAC	AL	2018	1635715		p
EUR_HAB_EU27_2020	AL	2008	12		
EUR_HAB_EU27_2020	AL	2009	12		
EUR_HAB_EU27_2020	AL	2010	12		
EUR_HAB_EU27_2020	AL	2011	12		b
EUR_HAB_EU27_2020	AL	2012	13		
EUR_HAB_EU27_2020	AL	2013	13		
EUR_HAB_EU27_2020	AL	2014	13		
EUR_HAB_EU27_2020	AL	2015	13		
EUR_HAB_EU27_2020	AL	2016	13		
EUR_HAB_EU27_2020	AL	2017	14		
EUR_HAB_EU27_2020	AL	2018	15		p
EUR_HAB	AL	2008	3000		
EUR_HAB	AL	2009	3000		
EUR_HAB	AL	2010	3100		
EUR_HAB	AL	2011	3200		b
EUR_HAB	AL	2012	3300		
EUR_HAB	AL	2013	3300		
EUR_HAB	AL	2014	3500		
EUR_HAB	AL	2015	3600		
EUR_HAB	AL	2016	3700		
EUR_HAB	AL	2017	4000		
EUR_HAB	AL	2018	4500		p
MIO_PPS_EU27_2020	AL	2008	18816.65	2	
MIO_PPS_EU27_2020	AL	2009	19479.91	2	
MIO_PPS_EU27_2020	AL	2010	21228.62	2	
MIO_PPS_EU27_2020	AL	2011	22105.7	1	b
MIO_PPS_EU27_2020	AL	2012	22553.74	2	
MIO_PPS_EU27_2020	AL	2013	22078.05	2	
MIO_PPS_EU27_2020	AL	2014	23307.29	2	
MIO_PPS_EU27_2020	AL	2015	24143.82	2	
MIO_PPS_EU27_2020	AL	2016	24122.55	2	
MIO_PPS_EU27_2020	AL	2017	25199.73	2	
MIO_PPS_EU27_2020	AL	2018	26326.2	1	p
PPS_EU27_2020_HAB	AL	2008	6400		
PPS_EU27_2020_HAB	AL	2009	6700		
PPS_EU27_2020_HAB	AL	2010	7300		
PPS_EU27_2020_HAB	AL	2011	7600		b
PPS_EU27_2020_HAB	AL	2012	7800		
PPS_EU27_2020_HAB	AL	2013	7600		
PPS_EU27_2020_HAB	AL	2014	8100		
PPS_EU27_2020_HAB	AL	2015	8400		
PPS_EU27_2020_HAB	AL	2016	8400		
PPS_EU27_2020_HAB	AL	2017	8800		
PPS_EU27_2020_HAB	AL	2018	9200		p
PPS_HAB_EU27_2020	AL	2008	25		
PPS_HAB_EU27_2020	AL	2009	28		
PPS_HAB_EU27_2020	AL	2010	29		
PPS_HAB_EU27_2020	AL	2011	30		b
PPS_HAB_EU27_2020	AL	2012	30		
PPS_HAB_EU27_2020	AL	2013	29		
PPS_HAB_EU27_2020	AL	2014	30		
PPS_HAB_EU27_2020	AL	2015	31		
PPS_HAB_EU27_2020	AL	2016	30		
PPS_HAB_EU27_2020	AL	2017	30		
PPS_HAB_EU27_2020	AL	2018	30		p
MIO_EUR	AL0	2008	8800.29	2	
MIO_EUR	AL0	2009	8662.24	2	
MIO_EUR	AL0	2010	8996.63	2	
MIO_EUR	AL0	2011	9268.32	2	b
MIO_EUR	AL0	2012	9585.81	2	
MIO_EUR	AL0	2013	9625.36	2	
MIO_EUR	AL0	2014	9968.6	1	
MIO_EUR	AL0	2015	10264.11	2	
MIO_EUR	AL0	2016	10719.85	2	
MIO_EUR	AL0	2017	11559.04	2	
MIO_EUR	AL0	2018	12820.09	2	p
MIO_NAC	AL0	2008	1080676		
MIO_NAC	AL0	2009	1143936		
MIO_NAC	AL0	2010	1239645		
MIO_NAC	AL0	2011	1300624		b
MIO_NAC	AL0	2012	1332811		
MIO_NAC	AL0	2013	1350053		
MIO_NAC	AL0	2014	1395305		
MIO_NAC	AL0	2015	1434307		
MIO_NAC	AL0	2016	1472479		
MIO_NAC	AL0	2017	1550645		
MIO_NAC	AL0	2018	1635715		p
EUR_HAB_EU27_2020	AL0	2008	12		
EUR_HAB_EU27_2020	AL0	2009	12		
EUR_HAB_EU27_2020	AL0	2010	12		
EUR_HAB_EU27_2020	AL0	2011	12		b
EUR_HAB_EU27_2020	AL0	2012	13		
EUR_HAB_EU27_2020	AL0	2013	13		
EUR_HAB_EU27_2020	AL0	2014	13		
EUR_HAB_EU27_2020	AL0	2015	13		
EUR_HAB_EU27_2020	AL0	2016	13		
EUR_HAB_EU27_2020	AL0	2017	14		
EUR_HAB_EU27_2020	AL0	2018	15		p
EUR_HAB	AL0	2008	3000		
EUR_HAB	AL0	2009	3000		
EUR_HAB	AL0	2010	3100		
EUR_HAB	AL0	2011	3200		b
EUR_HAB	AL0	2012	3300		
EUR_HAB	AL0	2013	3300		
EUR_HAB	AL0	2014	3500		
EUR_HAB	AL0	2015	3600		
EUR_HAB	AL0	2016	3700		
EUR_HAB	AL0	2017	4000		
EUR_HAB	AL0	2018	4500		p
MIO_PPS_EU27_2020	AL0	2008	18816.65	2	
MIO_PPS_EU27_2020	AL0	2009	19479.91	2	
MIO_PPS_EU27_2020	AL0	2010	21228.62	2	
MIO_PPS_EU27_2020	AL0	2011	22105.7	1	b
MIO_PPS_EU27_2020	AL0	2012	22553.74	2	
MIO_PPS_EU27_2020	AL0	2013	22078.05	2	
MIO_PPS_EU27_2020	AL0	2014	23307.29	2	
MIO_PPS_EU27_2020	AL0	2015	24143.82	2	
MIO_PPS_EU27_2020	AL0	2016	24122.55	2	
MIO_PPS_EU27_2020	AL0	2017	25199.73	2	
MIO_PPS_EU27_2020	AL0	2018	26326.2	1	p
PPS_EU27_2020_HAB	AL0	2008	6400		
PPS_EU27_2020_HAB	AL0	2009	6700		
PPS_EU27_2020_HAB	AL0	2010	7300		
PPS_EU27_2020_HAB	AL0	2011	7600		b
PPS_EU27_2020_HAB	AL0	2012	7800		
PPS_EU27_2020_HAB	AL0	2013	7600		
PPS_EU27_2020_HAB	AL0	2014	8100		
PPS_EU27_2020_HAB	AL0	2015	8400		
PPS_EU27_2020_HAB	AL0	2016	8400		
PPS_EU27_2020_HAB	AL0	2017	8800		
PPS_EU27_2020_HAB	AL0	2018	9200		p
PPS_HAB_EU27_2020	AL0	2008	25		
PPS_HAB_EU27_2020	AL0	2009	28		
PPS_HAB_EU27_2020	AL0	2010	29		
PPS_HAB_EU27_2020	AL0	2011	30		b
PPS_HAB_EU27_2020	AL0	2012	30		
PPS_HAB_EU27_2020	AL0	2013	29		
PPS_HAB_EU27_2020	AL0	2014	30		
PPS_HAB_EU27_2020	AL0	2015	31		
PPS_HAB_EU27_2020	AL0	2016	30		
PPS_HAB_EU27_2020	AL0	2017	30		
PPS_HAB_EU27_2020	AL0	2018	30		p
MIO_EUR	AL01	2008	2079.67	2	
MIO_EUR	AL01	2009	2071.7	1	
MIO_EUR	AL01	2010	2225.11	2	
MIO_EUR	AL01	2011	2214.58	2	b
MIO_EUR	AL01	2012	2297.46	2	
MIO_EUR	AL01	2013	2276.67	2	
MIO_EUR	AL01	2014	2290.45	2	
MIO_EUR	AL01	2015	2418.75	2	
MIO_EUR	AL01	2016	2549.18	2	
MIO_EUR	AL01	2017	2707.01	2	
MIO_EUR	AL01	2018	2956.41	2	p
MIO_NAC	AL01	2008	255383.59	2	
MIO_NAC	AL01	2009	273588.27	2	
MIO_NAC	AL01	2010	306597.95	2	
MIO_NAC	AL01	2011	310771.63	2	b
MIO_NAC	AL01	2012	319439.28	2	
MIO_NAC	AL01	2013	319325.98	2	
MIO_NAC	AL01	2014	320594.51	2	
MIO_NAC	AL01	2015	337995.67	2	
MIO_NAC	AL01	2016	350155.51	2	
MIO_NAC	AL01	2017	363145.22	2	
MIO_NAC	AL01	2018	377208.54	2	p
EUR_HAB_EU27_2020	AL01	2008	9		
EUR_HAB_EU27_2020	AL01	2009	10		
EUR_HAB_EU27_2020	AL01	2010	10		
EUR_HAB_EU27_2020	AL01	2011	10		b
EUR_HAB_EU27_2020	AL01	2012	10		
EUR_HAB_EU27_2020	AL01	2013	10		
EUR_HAB_EU27_2020	AL01	2014	10		
EUR_HAB_EU27_2020	AL01	2015	11		
EUR_HAB_EU27_2020	AL01	2016	11		
EUR_HAB_EU27_2020	AL01	2017	11		
EUR_HAB_EU27_2020	AL01	2018	12		p
EUR_HAB	AL01	2008	2300		
EUR_HAB	AL01	2009	2400		
EUR_HAB	AL01	2010	2600		
EUR_HAB	AL01	2011	2600		b
EUR_HAB	AL01	2012	2700		
EUR_HAB	AL01	2013	2700		
EUR_HAB	AL01	2014	2700		
EUR_HAB	AL01	2015	2900		
EUR_HAB	AL01	2016	3100		
EUR_HAB	AL01	2017	3300		
EUR_HAB	AL01	2018	3600		p
MIO_PPS_EU27_2020	AL01	2008	4446.72	2	
MIO_PPS_EU27_2020	AL01	2009	4658.89	2	
MIO_PPS_EU27_2020	AL01	2010	5250.41	2	
MIO_PPS_EU27_2020	AL01	2011	5281.94	2	b
MIO_PPS_EU27_2020	AL01	2012	5405.53	2	
MIO_PPS_EU27_2020	AL01	2013	5222.09	2	
MIO_PPS_EU27_2020	AL01	2014	5355.24	2	
MIO_PPS_EU27_2020	AL01	2015	5689.51	2	
MIO_PPS_EU27_2020	AL01	2016	5736.34	2	
MIO_PPS_EU27_2020	AL01	2017	5901.52	2	
MIO_PPS_EU27_2020	AL01	2018	6071.02	2	p
PPS_EU27_2020_HAB	AL01	2008	5000		
PPS_EU27_2020_HAB	AL01	2009	5300		
PPS_EU27_2020_HAB	AL01	2010	6000		
PPS_EU27_2020_HAB	AL01	2011	6100		b
PPS_EU27_2020_HAB	AL01	2012	6300		
PPS_EU27_2020_HAB	AL01	2013	6200		
PPS_EU27_2020_HAB	AL01	2014	6400		
PPS_EU27_2020_HAB	AL01	2015	6800		
PPS_EU27_2020_HAB	AL01	2016	6900		
PPS_EU27_2020_HAB	AL01	2017	7200		
PPS_HAB_EU27_2020	AT1	2004	137		
PPS_HAB_EU27_2020	AT1	2005	136		
PPS_HAB_EU27_2020	AT1	2006	134		
PPS_HAB_EU27_2020	AT1	2007	131		
PPS_HAB_EU27_2020	AT1	2008	131		
PPS_HAB_EU27_2020	AT1	2009	133		
PPS_HAB_EU27_2020	AT1	2010	132		
PPS_HAB_EU27_2020	AT1	2011	132		
PPS_HAB_EU27_2020	AT1	2012	135		
PPS_HAB_EU27_2020	AT1	2013	134		
PPS_HAB_EU27_2020	AT1	2014	132		
PPS_HAB_EU27_2020	AT1	2015	131		
PPS_HAB_EU27_2020	AT1	2016	130		
PPS_HAB_EU27_2020	AT1	2017	126		
PPS_HAB_EU27_2020	AT1	2018	126		
PPS_HAB_EU27_2020	AT1	2019	125		
MIO_EUR	AT11	2000	4797.11	2	
MIO_EUR	AT11	2001	4959.32	2	
MIO_EUR	AT11	2002	5197.97	2	
MIO_EUR	AT11	2003	5335.41	2	
MIO_EUR	AT11	2004	5636.53	2	
MIO_EUR	AT11	2005	5720.65	2	
MIO_EUR	AT11	2006	5903.71	2	
MIO_EUR	AT11	2007	6283		
MIO_EUR	AT11	2008	6410		
MIO_EUR	AT11	2009	6441.6	1	
MIO_EUR	AT11	2010	6698.37	2	
MIO_EUR	AT11	2011	7012.58	2	
MIO_EUR	AT11	2012	7365.43	2	
MIO_EUR	AT11	2013	7539.32	2	
MIO_EUR	AT11	2014	7737.13	2	
MIO_EUR	AT11	2015	8040.55	2	
MIO_EUR	AT11	2016	8351.77	2	
MIO_EUR	AT11	2017	8752.62	2	
MIO_EUR	AT11	2018	8981.06	2	
MIO_EUR	AT11	2019	9272.61	2	
MIO_NAC	AT11	2000	4797.11	2	
MIO_NAC	AT11	2001	4959.32	2	
MIO_NAC	AT11	2002	5197.97	2	
MIO_NAC	AT11	2003	5335.41	2	
MIO_NAC	AT11	2004	5636.53	2	
MIO_NAC	AT11	2005	5720.65	2	
MIO_NAC	AT11	2006	5903.71	2	
MIO_NAC	AT11	2007	6283		
MIO_NAC	AT11	2008	6410		
MIO_NAC	AT11	2009	6441.6	1	
MIO_NAC	AT11	2010	6698.37	2	
MIO_NAC	AT11	2011	7012.58	2	
MIO_NAC	AT11	2012	7365.43	2	
MIO_NAC	AT11	2013	7539.32	2	
MIO_NAC	AT11	2014	7737.13	2	
MIO_NAC	AT11	2015	8040.55	2	
MIO_NAC	AT11	2016	8351.77	2	
MIO_NAC	AT11	2017	8752.62	2	
MIO_NAC	AT11	2018	8981.06	2	
MIO_NAC	AT11	2019	9272.61	2	
EUR_HAB_EU27_2020	AT11	2000	95		
EUR_HAB_EU27_2020	AT11	2001	93		
EUR_HAB_EU27_2020	AT11	2002	95		
EUR_HAB_EU27_2020	AT11	2003	95		
EUR_HAB_EU27_2020	AT11	2004	96		
EUR_HAB_EU27_2020	AT11	2005	93		
EUR_HAB_EU27_2020	AT11	2006	91		
EUR_HAB_EU27_2020	AT11	2007	91		
EUR_HAB_EU27_2020	AT11	2008	90		
EUR_HAB_EU27_2020	AT11	2009	95		
EUR_HAB_EU27_2020	AT11	2010	95		
EUR_HAB_EU27_2020	AT11	2011	96		
EUR_HAB_EU27_2020	AT11	2012	100		
EUR_HAB_EU27_2020	AT11	2013	101		
EUR_HAB_EU27_2020	AT11	2014	101		
EUR_HAB_EU27_2020	AT11	2015	101		
EUR_HAB_EU27_2020	AT11	2016	102		
EUR_HAB_EU27_2020	AT11	2017	102		
EUR_HAB_EU27_2020	AT11	2018	101		
EUR_HAB_EU27_2020	AT11	2019	101		
EUR_HAB	AT11	2000	17400		
EUR_HAB	AT11	2001	17900		
EUR_HAB	AT11	2002	18800		
EUR_HAB	AT11	2003	19300		
EUR_HAB	AT11	2004	20300		
EUR_HAB	AT11	2005	20500		
EUR_HAB	AT11	2006	21100		
EUR_HAB	AT11	2007	22400		
EUR_HAB	AT11	2008	22700		
EUR_HAB	AT11	2009	22700		
EUR_HAB	AT11	2010	23600		
EUR_HAB	AT11	2011	24600		
EUR_HAB	AT11	2012	25700		
EUR_HAB	AT11	2013	26300		
EUR_HAB	AT11	2014	26900		
EUR_HAB	AT11	2015	27800		
EUR_HAB	AT11	2016	28600		
EUR_HAB	AT11	2017	30000		
EUR_HAB	AT11	2018	30700		
EUR_HAB	AT11	2019	31600		
MIO_PPS_EU27_2020	AT11	2000	4390.35	2	
MIO_PPS_EU27_2020	AT11	2001	4447.06	2	
MIO_PPS_EU27_2020	AT11	2002	4734.81	2	
MIO_PPS_EU27_2020	AT11	2003	4931.7	1	
MIO_PPS_EU27_2020	AT11	2004	5244.36	2	
MIO_PPS_EU27_2020	AT11	2005	5311.6	1	
MIO_PPS_EU27_2020	AT11	2006	5456.19	2	
MIO_PPS_EU27_2020	AT11	2007	5713.85	2	
MIO_PPS_EU27_2020	AT11	2008	5820.87	2	
MIO_PPS_EU27_2020	AT11	2009	5764.4	1	
MIO_PPS_EU27_2020	AT11	2010	6019.6	1	
MIO_PPS_EU27_2020	AT11	2011	6287.56	2	
MIO_PPS_EU27_2020	AT11	2012	6687.27	2	
MIO_PPS_EU27_2020	AT11	2013	6823.59	2	
MIO_PPS_EU27_2020	AT11	2014	6940.06	2	
MIO_PPS_EU27_2020	AT11	2015	7235.85	2	
MIO_PPS_EU27_2020	AT11	2016	7464.33	2	
MIO_PPS_EU27_2020	AT11	2017	7755.29	2	
MIO_PPS_EU27_2020	AT11	2018	7969.35	2	
MIO_PPS_EU27_2020	AT11	2019	8158.12	2	
PPS_EU27_2020_HAB	AT11	2000	15900		
PPS_EU27_2020_HAB	AT11	2001	16100		
PPS_EU27_2020_HAB	AT11	2002	17100		
PPS_EU27_2020_HAB	AT11	2003	17800		
PPS_EU27_2020_HAB	AT11	2004	18900		
PPS_EU27_2020_HAB	AT11	2005	19100		
PPS_EU27_2020_HAB	AT11	2006	19500		
PPS_EU27_2020_HAB	AT11	2007	20400		
PPS_EU27_2020_HAB	AT11	2008	20600		
PPS_EU27_2020_HAB	AT11	2009	20400		
PPS_EU27_2020_HAB	AT11	2010	21200		
PPS_EU27_2020_HAB	AT11	2011	22100		
PPS_EU27_2020_HAB	AT11	2012	23400		
PPS_EU27_2020_HAB	AT11	2013	23800		
PPS_EU27_2020_HAB	AT11	2014	24100		
PPS_EU27_2020_HAB	AT11	2015	25000		
PPS_EU27_2020_HAB	AT11	2016	25600		
PPS_EU27_2020_HAB	AT11	2017	26500		
PPS_EU27_2020_HAB	AT11	2018	27200		
PPS_EU27_2020_HAB	AT11	2019	27800		
PPS_HAB_EU27_2020	AT11	2000	86		
PPS_HAB_EU27_2020	AT11	2001	84		
PPS_HAB_EU27_2020	AT11	2002	86		
PPS_HAB_EU27_2020	AT11	2003	88		
PPS_HAB_EU27_2020	AT11	2004	89		
PPS_HAB_EU27_2020	AT11	2005	87		
PPS_HAB_EU27_2020	AT11	2006	84		
PPS_HAB_EU27_2020	AT11	2007	83		
PPS_HAB_EU27_2020	AT11	2008	82		
PPS_HAB_EU27_2020	AT11	2009	85		
PPS_HAB_EU27_2020	AT11	2010	85		
PPS_HAB_EU27_2020	AT11	2011	86		
PPS_HAB_EU27_2020	AT11	2012	91		
PPS_HAB_EU27_2020	AT11	2013	91		
PPS_HAB_EU27_2020	AT11	2014	91		
PPS_HAB_EU27_2020	AT11	2015	91		
PPS_HAB_EU27_2020	AT11	2016	91		
PPS_HAB_EU27_2020	AT11	2017	91		
PPS_HAB_EU27_2020	AT11	2018	90		
PPS_HAB_EU27_2020	AT11	2019	89		
MIO_EUR	AT12	2000	33533.84	2	
MIO_EUR	AT12	2001	34117.68	2	
MIO_EUR	AT12	2002	34826.06	2	
MIO_EUR	AT12	2003	35717.8	1	
MIO_EUR	AT12	2004	37926.01	2	
MIO_EUR	AT12	2005	39188.57	2	
MIO_EUR	AT12	2006	41460.39	2	
MIO_EUR	AT12	2007	44580.08	2	
MIO_EUR	AT12	2008	46347.69	2	
MIO_EUR	AT12	2009	45200.07	2	
MIO_EUR	AT12	2010	46285.86	2	
MIO_EUR	AT12	2011	48511.33	2	
MIO_EUR	AT12	2012	49802.6	1	
MIO_EUR	AT12	2013	50470.13	2	
MIO_EUR	AT12	2014	52049.38	2	
MIO_EUR	AT12	2015	53884.36	2	
MIO_EUR	AT12	2016	55570.83	2	
MIO_EUR	AT12	2017	58027.88	2	
MIO_EUR	AT12	2018	60114.35	2	
MIO_EUR	AT12	2019	61706.24	2	
MIO_NAC	AT12	2000	33533.84	2	
MIO_NAC	AT12	2001	34117.68	2	
MIO_NAC	AT12	2002	34826.06	2	
MIO_NAC	AT12	2003	35717.8	1	
MIO_NAC	AT12	2004	37926.01	2	
MIO_NAC	AT12	2005	39188.57	2	
MIO_NAC	AT12	2006	41460.39	2	
MIO_NAC	AT12	2007	44580.08	2	
MIO_NAC	AT12	2008	46347.69	2	
MIO_NAC	AT12	2009	45200.07	2	
MIO_NAC	AT12	2010	46285.86	2	
MIO_NAC	AT12	2011	48511.33	2	
MIO_NAC	AT12	2012	49802.6	1	
MIO_NAC	AT12	2013	50470.13	2	
MIO_NAC	AT12	2014	52049.38	2	
MIO_NAC	AT12	2015	53884.36	2	
MIO_NAC	AT12	2016	55570.83	2	
MIO_NAC	AT12	2017	58027.88	2	
MIO_NAC	AT12	2018	60114.35	2	
MIO_NAC	AT12	2019	61706.24	2	
EUR_HAB_EU27_2020	AT12	2000	119		
EUR_HAB_EU27_2020	AT12	2001	115		
EUR_HAB_EU27_2020	AT12	2002	113		
EUR_HAB_EU27_2020	AT12	2003	113		
EUR_HAB_EU27_2020	AT12	2004	115		
EUR_HAB_EU27_2020	AT12	2005	113		
EUR_HAB_EU27_2020	AT12	2006	113		
EUR_HAB_EU27_2020	AT12	2007	114		
EUR_HAB_EU27_2020	AT12	2008	115		
EUR_HAB_EU27_2020	AT12	2009	117		
EUR_HAB_EU27_2020	AT12	2010	116		
EUR_HAB_EU27_2020	AT12	2011	117		
EUR_HAB_EU27_2020	AT12	2012	120		
EUR_HAB_EU27_2020	AT12	2013	120		
EUR_HAB_EU27_2020	AT12	2014	120		
EUR_HAB_EU27_2020	AT12	2015	119		
EUR_HAB_EU27_2020	AT12	2016	119		
EUR_HAB_EU27_2020	AT34	2014	158		
EUR_HAB_EU27_2020	AT34	2015	163		
EUR_HAB_EU27_2020	AT34	2016	157		
EUR_HAB_EU27_2020	AT34	2017	157		
EUR_HAB_EU27_2020	AT34	2018	163		
EUR_HAB_EU27_2020	AT34	2019	155		
EUR_HAB	AT34	2000	27300		
EUR_HAB	AT34	2001	28400		
EUR_HAB	AT34	2002	29300		
EUR_HAB	AT34	2003	29400		
EUR_HAB	AT34	2004	30700		
EUR_HAB	AT34	2005	32100		
EUR_HAB	AT34	2006	33600		
EUR_HAB	AT34	2007	35700		
EUR_HAB	AT34	2008	36700		
EUR_HAB	AT34	2009	35700		
EUR_HAB	AT34	2010	36400		
EUR_HAB	AT34	2011	38500		
EUR_HAB	AT34	2012	39200		
EUR_HAB	AT34	2013	40400		
EUR_HAB	AT34	2014	42100		
EUR_HAB	AT34	2015	44700		
EUR_HAB	AT34	2016	44100		
EUR_HAB	AT34	2017	46000		
EUR_HAB	AT34	2018	49200		
EUR_HAB	AT34	2019	48400		
MIO_PPS_EU27_2020	AT34	2000	8729.42	2	
MIO_PPS_EU27_2020	AT34	2001	8944.29	2	
MIO_PPS_EU27_2020	AT34	2002	9451.25	2	
MIO_PPS_EU27_2020	AT34	2003	9672.08	2	
MIO_PPS_EU27_2020	AT34	2004	10257.07	2	
MIO_PPS_EU27_2020	AT34	2005	10780.9	1	
MIO_PPS_EU27_2020	AT34	2006	11292.35	2	
MIO_PPS_EU27_2020	AT34	2007	11836.04	2	
MIO_PPS_EU27_2020	AT34	2008	12221.19	2	
MIO_PPS_EU27_2020	AT34	2009	11731.66	2	
MIO_PPS_EU27_2020	AT34	2010	12081.56	2	
MIO_PPS_EU27_2020	AT34	2011	12769.28	2	
MIO_PPS_EU27_2020	AT34	2012	13240.88	2	
MIO_PPS_EU27_2020	AT34	2013	13681.72	2	
MIO_PPS_EU27_2020	AT34	2014	14226.98	2	
MIO_PPS_EU27_2020	AT34	2015	15335.44	2	
MIO_PPS_EU27_2020	AT34	2016	15247.32	2	
MIO_PPS_EU27_2020	AT34	2017	15922.88	2	
MIO_PPS_EU27_2020	AT34	2018	17163.15	2	
MIO_PPS_EU27_2020	AT34	2019	16859.6	1	
PPS_EU27_2020_HAB	AT34	2000	25000		
PPS_EU27_2020_HAB	AT34	2001	25500		
PPS_EU27_2020_HAB	AT34	2002	26700		
PPS_EU27_2020_HAB	AT34	2003	27200		
PPS_EU27_2020_HAB	AT34	2004	28600		
PPS_EU27_2020_HAB	AT34	2005	29800		
PPS_EU27_2020_HAB	AT34	2006	31100		
PPS_EU27_2020_HAB	AT34	2007	32400		
PPS_EU27_2020_HAB	AT34	2008	33400		
PPS_EU27_2020_HAB	AT34	2009	31900		
PPS_EU27_2020_HAB	AT34	2010	32800		
PPS_EU27_2020_HAB	AT34	2011	34500		
PPS_EU27_2020_HAB	AT34	2012	35600		
PPS_EU27_2020_HAB	AT34	2013	36600		
PPS_EU27_2020_HAB	AT34	2014	37700		
PPS_EU27_2020_HAB	AT34	2015	40300		
PPS_EU27_2020_HAB	AT34	2016	39400		
PPS_EU27_2020_HAB	AT34	2017	40800		
PPS_EU27_2020_HAB	AT34	2018	43700		
PPS_EU27_2020_HAB	AT34	2019	42600		
PPS_HAB_EU27_2020	AT34	2000	136		
PPS_HAB_EU27_2020	AT34	2001	132		
PPS_HAB_EU27_2020	AT34	2002	134		
PPS_HAB_EU27_2020	AT34	2003	134		
PPS_HAB_EU27_2020	AT34	2004	135		
PPS_HAB_EU27_2020	AT34	2005	136		
PPS_HAB_EU27_2020	AT34	2006	134		
PPS_HAB_EU27_2020	AT34	2007	132		
PPS_HAB_EU27_2020	AT34	2008	132		
PPS_HAB_EU27_2020	AT34	2009	133		
PPS_HAB_EU27_2020	AT34	2010	132		
PPS_HAB_EU27_2020	AT34	2011	135		
PPS_HAB_EU27_2020	AT34	2012	138		
PPS_HAB_EU27_2020	AT34	2013	141		
PPS_HAB_EU27_2020	AT34	2014	142		
PPS_HAB_EU27_2020	AT34	2015	147		
PPS_HAB_EU27_2020	AT34	2016	140		
PPS_HAB_EU27_2020	AT34	2017	139		
